destination,year,attacks
CYP,2015.25,194
CYP,2015.33,75
CYP,2015.42,0
CYP,2015.5,0
CYP,2015.58,0
CYP,2015.67,0
CYP,2015.75,3
CYP,2015.83,0
CYP,2015.92,0
CYP,2016,0
CZE,2013.42,24
CZE,2013.5,74
CZE,2013.58,2
CZE,2013.67,62
CZE,2013.75,78
CZE,2013.83,90
CZE,2013.92,176
CZE,2014,66
CZE,2014.08,32
CZE,2014.17,62
CZE,2014.25,2
CZE,2014.33,78
CZE,2014.42,14
CZE,2014.5,8
CZE,2014.58,136
CZE,2014.67,38
CZE,2014.75,120
CZE,2014.83,132
CZE,2014.92,654
CZE,2015,197
CZE,2015.08,713
CZE,2015.17,82
CZE,2015.25,53
CZE,2015.33,132
CZE,2015.42,205
CZE,2015.5,181
CZE,2015.58,375
CZE,2015.67,112
CZE,2015.75,225
CZE,2015.83,52
CZE,2015.92,850
CZE,2016,188
DEU,2013.42,84
DEU,2013.5,68
DEU,2013.58,42
DEU,2013.67,112
DEU,2013.75,610
DEU,2013.83,272
DEU,2013.92,222
DEU,2014,130
DEU,2014.08,600
DEU,2014.17,840
DEU,2014.25,345
DEU,2014.33,160
DEU,2014.42,452
DEU,2014.5,86
DEU,2014.58,734
DEU,2014.67,1020
DEU,2014.75,308
DEU,2014.83,1674
DEU,2014.92,702
DEU,2015,345
DEU,2015.08,353
DEU,2015.17,453
DEU,2015.25,757
DEU,2015.33,808
DEU,2015.42,456
DEU,2015.5,570
DEU,2015.58,277
DEU,2015.67,704
DEU,2015.75,855
DEU,2015.83,161
DEU,2015.92,92
DEU,2016,244
DJI,2013.42,0
DJI,2013.5,0
DJI,2013.58,0
DJI,2013.67,0
DJI,2013.75,0
DJI,2013.83,0
DJI,2013.92,0
DJI,2014,0
DJI,2014.08,0
DJI,2014.17,0
DJI,2014.25,0
DJI,2014.33,0
DJI,2014.42,0
DJI,2014.5,0
DJI,2014.58,0
DJI,2014.67,0
DJI,2014.75,0
DJI,2014.83,0
DJI,2014.92,0
DJI,2015,0
DJI,2015.08,0
DJI,2015.17,0
DJI,2015.25,0
DJI,2015.33,0
DJI,2015.42,0
DJI,2015.5,0
DJI,2015.58,320
DJI,2015.67,0
DJI,2015.75,0
DJI,2015.83,0
DJI,2015.92,676
DJI,2016,0
DMA,2013.42,0
DMA,2013.5,0
DMA,2013.58,0
DMA,2013.67,0
DMA,2013.75,0
DMA,2013.83,0
DMA,2013.92,0
DMA,2014,0
DMA,2014.08,0
DMA,2014.17,0
DMA,2014.25,0
DMA,2014.33,0
DMA,2014.42,0
DMA,2014.5,0
DMA,2014.58,0
DMA,2014.67,0
DMA,2014.75,0
DMA,2014.83,0
DMA,2014.92,0
DMA,2015,0
DMA,2015.08,0
DMA,2015.17,0
DMA,2015.25,0
DMA,2015.33,0
DMA,2015.42,0
DMA,2015.5,0
DMA,2015.58,0
DMA,2015.67,0
DMA,2015.75,101
DMA,2015.83,0
DMA,2015.92,0
DMA,2016,0
DNK,2013.42,54
DNK,2013.5,18
DNK,2013.58,4
DNK,2013.67,4
DNK,2013.75,18
DNK,2013.83,36
DNK,2013.92,46
DNK,2014,36
DNK,2014.08,368
DNK,2014.17,720
DNK,2014.25,744
DNK,2014.33,82
DNK,2014.42,142
DNK,2014.5,118
DNK,2014.58,816
DNK,2014.67,942
DNK,2014.75,708
DNK,2014.83,475
DNK,2014.92,572
DNK,2015,523
DNK,2015.08,199
DNK,2015.17,503
DNK,2015.25,507
DNK,2015.33,192
DNK,2015.42,293
DNK,2015.5,698
DNK,2015.58,849
DNK,2015.67,1179
DNK,2015.75,4382
DNK,2015.83,370
DNK,2015.92,286
DNK,2016,227
DOM,2013.42,0
DOM,2013.5,0
DOM,2013.58,0
DOM,2013.67,44
DOM,2013.75,126
DOM,2013.83,0
DOM,2013.92,0
DOM,2014,36
DOM,2014.08,40
DOM,2014.17,0
DOM,2014.25,12
DOM,2014.33,24
DOM,2014.42,0
DOM,2014.5,14
DOM,2014.58,0
DOM,2014.67,0
DOM,2014.75,0
DOM,2014.83,0
DOM,2014.92,0
DOM,2015,0
DOM,2015.08,0
DOM,2015.17,0
DOM,2015.25,0
DOM,2015.33,0
DOM,2015.42,0
DOM,2015.5,0
DOM,2015.58,0
DOM,2015.67,110
DOM,2015.75,0
DOM,2015.83,20
DOM,2015.92,4
DOM,2016,0
DZA,2013.42,0
DZA,2013.5,12
DZA,2013.58,16
DZA,2013.67,0
DZA,2013.75,0
DZA,2013.83,0
DZA,2013.92,0
DZA,2014,0
DZA,2014.08,8
DZA,2014.17,64
DZA,2014.25,4
DZA,2014.33,0
DZA,2014.42,0
DZA,2014.5,0
DZA,2014.58,2
DZA,2014.67,24
DZA,2014.75,8
DZA,2014.83,0
DZA,2014.92,0
DZA,2015,52
DZA,2015.08,15
DZA,2015.17,0
DZA,2015.25,0
DZA,2015.33,0
DZA,2015.42,55
DZA,2015.5,11
DZA,2015.58,41
DZA,2015.67,153
DZA,2015.75,24
DZA,2015.83,4
DZA,2015.92,0
DZA,2016,0
ECU,2013.42,0
ECU,2013.5,0
ECU,2013.58,0
ECU,2013.67,0
ECU,2013.75,0
ECU,2013.83,0
ECU,2013.92,0
ECU,2014,0
ECU,2014.08,0
ECU,2014.17,0
ECU,2014.25,0
ECU,2014.33,0
ECU,2014.42,0
ECU,2014.5,0
ECU,2014.58,0
ECU,2014.67,0
ECU,2014.75,0
ECU,2014.83,0
ECU,2014.92,20
ECU,2015,22
ECU,2015.08,63
ECU,2015.17,37
ECU,2015.25,9
ECU,2015.33,2
ECU,2015.42,17
ECU,2015.5,43
ECU,2015.58,108
ECU,2015.67,0
ECU,2015.75,105
ECU,2015.83,9
ECU,2015.92,70
ECU,2016,122
EGY,2013.42,0
EGY,2013.5,308
EGY,2013.58,122
EGY,2013.67,198
EGY,2013.75,58
EGY,2013.83,10
EGY,2013.92,10
EGY,2014,64
EGY,2014.08,52
EGY,2014.17,4
EGY,2014.25,58
EGY,2014.33,236
EGY,2014.42,76
EGY,2014.5,124
EGY,2014.58,62
EGY,2014.67,66
EGY,2014.75,94
EGY,2014.83,62
EGY,2014.92,0
EGY,2015,33
EGY,2015.08,4
EGY,2015.17,2
EGY,2015.25,0
EGY,2015.33,1
EGY,2015.42,19
EGY,2015.5,423
EGY,2015.58,159
EGY,2015.67,642
EGY,2015.75,669
EGY,2015.83,297
EGY,2015.92,87
EGY,2016,668
ESP,2013.42,18
ESP,2013.5,12
ESP,2013.58,14
ESP,2013.67,28
ESP,2013.75,28
ESP,2013.83,52
ESP,2013.92,36
ESP,2014,46
ESP,2014.08,120
ESP,2014.17,82
ESP,2014.25,112
ESP,2014.33,16
ESP,2014.42,10
ESP,2014.5,50
ESP,2014.58,62
ESP,2014.67,348
ESP,2014.75,234
ESP,2014.83,418
ESP,2014.92,142
ESP,2015,255
ESP,2015.08,311
ESP,2015.17,285
ESP,2015.25,391
ESP,2015.33,82
ESP,2015.42,260
ESP,2015.5,295
ESP,2015.58,256
ESP,2015.67,790
ESP,2015.75,732
ESP,2015.83,267
ESP,2015.92,778
ESP,2016,106
EST,2013.42,0
EST,2013.5,0
EST,2013.58,0
EST,2013.67,0
EST,2013.75,0
EST,2013.83,0
EST,2013.92,16
EST,2014,0
EST,2014.08,10
EST,2014.17,40
EST,2014.25,0
EST,2014.33,0
EST,2014.42,28
EST,2014.5,0
EST,2014.58,4
EST,2014.67,48
EST,2014.75,2
EST,2014.83,16
EST,2014.92,4
EST,2015,238
EST,2015.08,42
EST,2015.17,219
EST,2015.25,312
EST,2015.33,337
EST,2015.42,82
EST,2015.5,156
EST,2015.58,12
EST,2015.67,122
EST,2015.75,246
EST,2015.83,0
EST,2015.92,2
EST,2016,0
ETH,2013.42,0
ETH,2013.5,0
ETH,2013.58,0
ETH,2013.67,0
ETH,2013.75,0
ETH,2013.83,0
ETH,2013.92,0
ETH,2014,0
ETH,2014.08,0
ETH,2014.17,0
ETH,2014.25,0
ETH,2014.33,0
ETH,2014.42,0
ETH,2014.5,0
ETH,2014.58,0
ETH,2014.67,0
ETH,2014.75,2
ETH,2014.83,0
ETH,2014.92,0
ETH,2015,0
ETH,2015.08,0
ETH,2015.17,0
ETH,2015.25,0
ETH,2015.33,0
ETH,2015.42,0
ETH,2015.5,0
ETH,2015.58,0
ETH,2015.67,0
ETH,2015.75,0
ETH,2015.83,0
ETH,2015.92,29
ETH,2016,0
FIN,2013.42,0
FIN,2013.5,6
FIN,2013.58,2
FIN,2013.67,0
FIN,2013.75,0
FIN,2013.83,0
FIN,2013.92,90
FIN,2014,218
FIN,2014.08,740
FIN,2014.17,486
FIN,2014.25,36
FIN,2014.33,176
FIN,2014.42,316
FIN,2014.5,58
FIN,2014.58,236
FIN,2014.67,42
FIN,2014.75,312
FIN,2014.83,40
FIN,2014.92,142
FIN,2015,151
FIN,2015.08,156
FIN,2015.17,70
FIN,2015.25,35
FIN,2015.33,33
FIN,2015.42,40
FIN,2015.5,436
FIN,2015.58,175
FIN,2015.67,0
FIN,2015.75,507
FIN,2015.83,0
FIN,2015.92,290
FIN,2016,995
FJI,2013.42,2
FJI,2013.5,0
FJI,2013.58,0
FJI,2013.67,0
FJI,2013.75,0
FJI,2013.83,4
FJI,2013.92,2
FJI,2014,4
FJI,2014.08,0
FJI,2014.17,0
FJI,2014.25,0
FJI,2014.33,0
FJI,2014.42,0
FJI,2014.5,0
FJI,2014.58,0
FJI,2014.67,2
FJI,2014.75,0
FJI,2014.83,0
FJI,2014.92,0
FJI,2015,4
FJI,2015.08,4
FJI,2015.17,0
FJI,2015.25,1
FJI,2015.33,0
FJI,2015.42,0
FJI,2015.5,0
FJI,2015.58,0
FJI,2015.67,0
FJI,2015.75,0
FJI,2015.83,0
FJI,2015.92,0
FJI,2016,0
FRA,2013.42,672
FRA,2013.5,546
FRA,2013.58,268
FRA,2013.67,294
FRA,2013.75,880
FRA,2013.83,1036
FRA,2013.92,1418
FRA,2014,2339
FRA,2014.08,1884
FRA,2014.17,826
FRA,2014.25,652
FRA,2014.33,272
FRA,2014.42,320
FRA,2014.5,272
FRA,2014.58,806
FRA,2014.67,1456
FRA,2014.75,810
FRA,2014.83,1650
FRA,2014.92,1404
FRA,2015,1235
FRA,2015.08,1107
FRA,2015.17,819
FRA,2015.25,1281
FRA,2015.33,900
FRA,2015.42,1748
FRA,2015.5,1630
FRA,2015.58,885
FRA,2015.67,1518
FRA,2015.75,1471
FRA,2015.83,185
FRA,2015.92,790
FRA,2016,1532
FRO,2013.42,0
FRO,2013.5,0
FRO,2013.58,0
FRO,2013.67,0
FRO,2013.75,0
FRO,2013.83,0
FRO,2013.92,0
FRO,2014,0
FRO,2014.08,0
FRO,2014.17,0
FRO,2014.25,0
FRO,2014.33,0
FRO,2014.42,0
FRO,2014.5,0
FRO,2014.58,0
FRO,2014.67,0
FRO,2014.75,0
FRO,2014.83,0
FRO,2014.92,0
FRO,2015,3
FRO,2015.08,1
FRO,2015.17,5
FRO,2015.25,2
FRO,2015.33,0
FRO,2015.42,0
FRO,2015.5,4
FRO,2015.58,0
FRO,2015.67,0
FRO,2015.75,0
FRO,2015.83,0
FRO,2015.92,0
FRO,2016,0
GAB,2013.42,22
GAB,2013.5,0
GAB,2013.58,0
GAB,2013.67,0
GAB,2013.75,0
GAB,2013.83,0
GAB,2013.92,0
GAB,2014,0
GAB,2014.08,0
GAB,2014.17,0
GAB,2014.25,0
GAB,2014.33,0
GAB,2014.42,0
GAB,2014.5,0
GAB,2014.58,0
GAB,2014.67,0
GAB,2014.75,0
GAB,2014.83,0
GAB,2014.92,0
GAB,2015,0
GAB,2015.08,0
GAB,2015.17,42
GAB,2015.25,22
GAB,2015.33,27
GAB,2015.42,38
GAB,2015.5,0
GAB,2015.58,0
GAB,2015.67,0
GAB,2015.75,0
GAB,2015.83,0
GAB,2015.92,0
GAB,2016,0
GBR,2013.42,250
GBR,2013.5,300
GBR,2013.58,224
GBR,2013.67,316
GBR,2013.75,230
GBR,2013.83,214
GBR,2013.92,376
GBR,2014,338
GBR,2014.08,662
GBR,2014.17,628
GBR,2014.25,504
GBR,2014.33,550
GBR,2014.42,360
GBR,2014.5,886
GBR,2014.58,946
GBR,2014.67,1204
GBR,2014.75,1452
GBR,2014.83,776
GBR,2014.92,619
GBR,2015,658
GBR,2015.08,1062
GBR,2015.17,526
GBR,2015.25,2158
GBR,2015.33,553
GBR,2015.42,2325
GBR,2015.5,1214
GBR,2015.58,2083
GBR,2015.67,2326
GBR,2015.75,2180
GBR,2015.83,933
GBR,2015.92,596
GBR,2016,1269
GEO,2013.42,0
GEO,2013.5,0
GEO,2013.58,0
GEO,2013.67,0
GEO,2013.75,0
GEO,2013.83,0
GEO,2013.92,0
GEO,2014,0
GEO,2014.08,0
GEO,2014.17,102
GEO,2014.25,0
GEO,2014.33,0
GEO,2014.42,0
GEO,2014.5,0
GEO,2014.58,0
GEO,2014.67,0
GEO,2014.75,0
GEO,2014.83,0
GEO,2014.92,30
GEO,2015,0
GEO,2015.08,4
GEO,2015.17,5
GEO,2015.25,6
GEO,2015.33,112
GEO,2015.42,10
GEO,2015.5,0
GEO,2015.58,0
GEO,2015.67,0
GEO,2015.75,0
GEO,2015.83,0
GEO,2015.92,2
GEO,2016,0
GGY,2013.42,74
GGY,2013.5,136
GGY,2013.58,194
GGY,2013.67,96
GGY,2013.75,80
GGY,2013.83,36
GGY,2013.92,0
GGY,2014,0
GGY,2014.08,0
GGY,2014.17,0
GGY,2014.25,0
GGY,2014.33,0
GGY,2014.42,0
GGY,2014.5,0
GGY,2014.58,0
GGY,2014.67,0
GGY,2014.75,2
GGY,2014.83,0
GGY,2014.92,0
GGY,2015,0
GGY,2015.08,1
GGY,2015.17,95
GGY,2015.25,313
GGY,2015.33,74
GGY,2015.42,0
GGY,2015.5,10
GGY,2015.58,12
GGY,2015.67,6
GGY,2015.75,16
GGY,2015.83,0
GGY,2015.92,13
GGY,2016,0
GHA,2013.42,0
GHA,2013.5,0
GHA,2013.58,0
GHA,2013.67,0
GHA,2013.75,0
GHA,2013.83,0
GHA,2013.92,0
GHA,2014,34
GHA,2014.08,0
GHA,2014.17,0
GHA,2014.25,0
GHA,2014.33,0
GHA,2014.42,0
GHA,2014.5,0
GHA,2014.58,0
GHA,2014.67,0
GHA,2014.75,0
GHA,2014.83,0
GHA,2014.92,0
GHA,2015,0
GHA,2015.08,0
GHA,2015.17,3
GHA,2015.25,234
GHA,2015.33,3
GHA,2015.42,98
GHA,2015.5,0
GHA,2015.58,19
GHA,2015.67,121
GHA,2015.75,11
GHA,2015.83,5
GHA,2015.92,27
GHA,2016,0
GIB,2013.42,16
GIB,2013.5,0
GIB,2013.58,84
GIB,2013.67,144
GIB,2013.75,162
GIB,2013.83,0
GIB,2013.92,16
GIB,2014,0
GIB,2014.08,0
GIB,2014.17,0
GIB,2014.25,0
GIB,2014.33,12
GIB,2014.42,74
GIB,2014.5,0
GIB,2014.58,0
GIB,2014.67,100
GIB,2014.75,938
GIB,2014.83,1422
GIB,2014.92,922
GIB,2015,200
GIB,2015.08,136
GIB,2015.17,406
GIB,2015.25,326
GIB,2015.33,16
GIB,2015.42,66
GIB,2015.5,423
GIB,2015.58,206
GIB,2015.67,156
GIB,2015.75,178
GIB,2015.83,173
GIB,2015.92,190
GIB,2016,174
GLP,2013.42,26
GLP,2013.5,28
GLP,2013.58,10
GLP,2013.67,2
GLP,2013.75,10
GLP,2013.83,0
GLP,2013.92,0
GLP,2014,0
GLP,2014.08,22
GLP,2014.17,0
GLP,2014.25,0
GLP,2014.33,0
GLP,2014.42,2
GLP,2014.5,0
GLP,2014.58,0
GLP,2014.67,0
GLP,2014.75,0
GLP,2014.83,2
GLP,2014.92,0
GLP,2015,4
GLP,2015.08,0
GLP,2015.17,0
GLP,2015.25,0
GLP,2015.33,1
GLP,2015.42,0
GLP,2015.5,0
GLP,2015.58,0
GLP,2015.67,2
GLP,2015.75,0
GLP,2015.83,0
GLP,2015.92,0
GLP,2016,0
GMB,2013.42,0
GMB,2013.5,0
GMB,2013.58,0
GMB,2013.67,0
GMB,2013.75,0
GMB,2013.83,0
GMB,2013.92,0
GMB,2014,0
GMB,2014.08,0
GMB,2014.17,0
GMB,2014.25,0
GMB,2014.33,0
GMB,2014.42,0
GMB,2014.5,0
GMB,2014.58,0
GMB,2014.67,0
GMB,2014.75,0
GMB,2014.83,0
GMB,2014.92,0
GMB,2015,0
GMB,2015.08,0
GMB,2015.17,0
GMB,2015.25,0
GMB,2015.33,27
GMB,2015.42,38
GMB,2015.5,0
GMB,2015.58,0
GMB,2015.67,0
GMB,2015.75,0
GMB,2015.83,0
GMB,2015.92,0
GMB,2016,0
GNQ,2013.42,0
GNQ,2013.5,0
GNQ,2013.58,0
GNQ,2013.67,0
GNQ,2013.75,0
GNQ,2013.83,0
GNQ,2013.92,0
GNQ,2014,0
GNQ,2014.08,0
GNQ,2014.17,0
GNQ,2014.25,0
GNQ,2014.33,0
GNQ,2014.42,0
GNQ,2014.5,0
GNQ,2014.58,0
GNQ,2014.67,0
GNQ,2014.75,0
GNQ,2014.83,0
GNQ,2014.92,0
GNQ,2015,0
GNQ,2015.08,0
GNQ,2015.17,42
GNQ,2015.25,0
GNQ,2015.33,27
GNQ,2015.42,19
GNQ,2015.5,0
GNQ,2015.58,0
GNQ,2015.67,0
GNQ,2015.75,0
GNQ,2015.83,0
GNQ,2015.92,0
GNQ,2016,0
GRC,2013.42,6
GRC,2013.5,6
GRC,2013.58,62
GRC,2013.67,92
GRC,2013.75,8
GRC,2013.83,26
GRC,2013.92,10
GRC,2014,150
GRC,2014.08,160
GRC,2014.17,34
GRC,2014.25,26
GRC,2014.33,8
GRC,2014.42,24
GRC,2014.5,118
GRC,2014.58,520
GRC,2014.67,490
GRC,2014.75,186
GRC,2014.83,318
GRC,2014.92,216
GRC,2015,130
GRC,2015.08,423
GRC,2015.17,29
GRC,2015.25,75
GRC,2015.33,53
GRC,2015.42,47
GRC,2015.5,476
GRC,2015.58,379
GRC,2015.67,399
GRC,2015.75,279
GRC,2015.83,0
GRC,2015.92,537
GRC,2016,206
GTM,2013.42,78
GTM,2013.5,0
GTM,2013.58,38
GTM,2013.67,20
GTM,2013.75,0
GTM,2013.83,14
GTM,2013.92,0
GTM,2014,4
GTM,2014.08,28
GTM,2014.17,98
GTM,2014.25,0
GTM,2014.33,0
GTM,2014.42,60
GTM,2014.5,0
GTM,2014.58,28
GTM,2014.67,2
GTM,2014.75,0
GTM,2014.83,284
GTM,2014.92,740
GTM,2015,13
GTM,2015.08,0
GTM,2015.17,150
GTM,2015.25,0
GTM,2015.33,0
GTM,2015.42,0
GTM,2015.5,9
GTM,2015.58,0
GTM,2015.67,110
GTM,2015.75,0
GTM,2015.83,0
GTM,2015.92,7
GTM,2016,0
GUM,2013.42,0
GUM,2013.5,0
GUM,2013.58,0
GUM,2013.67,0
GUM,2013.75,0
GUM,2013.83,0
GUM,2013.92,0
GUM,2014,0
GUM,2014.08,0
GUM,2014.17,6
GUM,2014.25,0
GUM,2014.33,0
GUM,2014.42,0
GUM,2014.5,2
GUM,2014.58,6
GUM,2014.67,0
GUM,2014.75,0
GUM,2014.83,2
GUM,2014.92,0
GUM,2015,0
GUM,2015.08,0
GUM,2015.17,0
GUM,2015.25,2
GUM,2015.33,1
GUM,2015.42,0
GUM,2015.5,0
GUM,2015.58,3
GUM,2015.67,4
GUM,2015.75,0
GUM,2015.83,0
GUM,2015.92,0
GUM,2016,0
HKG,2013.42,220
HKG,2013.5,28
HKG,2013.58,76
HKG,2013.67,198
HKG,2013.75,86
HKG,2013.83,124
HKG,2013.92,122
HKG,2014,8
HKG,2014.08,6
HKG,2014.17,22
HKG,2014.25,26
HKG,2014.33,86
HKG,2014.42,374
HKG,2014.5,292
HKG,2014.58,32
HKG,2014.67,40
HKG,2014.75,378
HKG,2014.83,380
HKG,2014.92,244
HKG,2015,107
HKG,2015.08,179
HKG,2015.17,85
HKG,2015.25,327
HKG,2015.33,121
HKG,2015.42,118
HKG,2015.5,3
HKG,2015.58,67
HKG,2015.67,48
HKG,2015.75,355
HKG,2015.83,213
HKG,2015.92,293
HKG,2016,7
HND,2013.42,0
HND,2013.5,10
HND,2013.58,6
HND,2013.67,4
HND,2013.75,6
HND,2013.83,4
HND,2013.92,20
HND,2014,8
HND,2014.08,10
HND,2014.17,14
HND,2014.25,4
HND,2014.33,0
HND,2014.42,0
HND,2014.5,0
HND,2014.58,12
HND,2014.67,2
HND,2014.75,4
HND,2014.83,2
HND,2014.92,0
HND,2015,2
HND,2015.08,1
HND,2015.17,1
HND,2015.25,0
HND,2015.33,0
HND,2015.42,0
HND,2015.5,0
HND,2015.58,0
HND,2015.67,0
HND,2015.75,0
HND,2015.83,0
HND,2015.92,2
HND,2016,0
HRV,2013.42,0
HRV,2013.5,0
HRV,2013.58,0
HRV,2013.67,0
HRV,2013.75,0
HRV,2013.83,0
HRV,2013.92,616
HRV,2014,0
HRV,2014.08,0
HRV,2014.17,40
HRV,2014.25,0
HRV,2014.33,270
HRV,2014.42,222
HRV,2014.5,26
HRV,2014.58,48
HRV,2014.67,50
HRV,2014.75,4
HRV,2014.83,0
HRV,2014.92,2
HRV,2015,54
HRV,2015.08,7
HRV,2015.17,24
HRV,2015.25,84
HRV,2015.33,359
HRV,2015.42,475
HRV,2015.5,141
HRV,2015.58,0
HRV,2015.67,292
HRV,2015.75,0
HRV,2015.83,15
HRV,2015.92,0
HRV,2016,0
HTI,2013.42,0
HTI,2013.5,0
HTI,2013.58,0
HTI,2013.67,2
HTI,2013.75,2
HTI,2013.83,2
HTI,2013.92,0
HTI,2014,0
HTI,2014.08,0
HTI,2014.17,0
HTI,2014.25,4
HTI,2014.33,0
HTI,2014.42,0
HTI,2014.5,0
HTI,2014.58,0
HTI,2014.67,0
HTI,2014.75,0
HTI,2014.83,0
HTI,2014.92,8
HTI,2015,0
HTI,2015.08,0
HTI,2015.17,3
HTI,2015.25,0
HTI,2015.33,0
HTI,2015.42,0
HTI,2015.5,0
HTI,2015.58,0
HTI,2015.67,0
HTI,2015.75,0
HTI,2015.83,1
HTI,2015.92,0
HTI,2016,0
HUN,2013.42,2
HUN,2013.5,2
HUN,2013.58,0
HUN,2013.67,4
HUN,2013.75,32
HUN,2013.83,128
HUN,2013.92,38
HUN,2014,10
HUN,2014.08,12
HUN,2014.17,4
HUN,2014.25,12
HUN,2014.33,12
HUN,2014.42,4
HUN,2014.5,10
HUN,2014.58,0
HUN,2014.67,10
HUN,2014.75,14
HUN,2014.83,90
HUN,2014.92,24
HUN,2015,3
HUN,2015.08,76
HUN,2015.17,19
HUN,2015.25,73
HUN,2015.33,7
HUN,2015.42,525
HUN,2015.5,2
HUN,2015.58,264
HUN,2015.67,906
HUN,2015.75,1466
HUN,2015.83,98
HUN,2015.92,386
HUN,2016,36
IDN,2013.42,0
IDN,2013.5,2
IDN,2013.58,0
IDN,2013.67,30
IDN,2013.75,40
IDN,2013.83,530
IDN,2013.92,766
IDN,2014,164
IDN,2014.08,418
IDN,2014.17,36
IDN,2014.25,132
IDN,2014.33,302
IDN,2014.42,206
IDN,2014.5,226
IDN,2014.58,126
IDN,2014.67,126
IDN,2014.75,118
IDN,2014.83,118
IDN,2014.92,278
IDN,2015,193
IDN,2015.08,217
IDN,2015.17,34
IDN,2015.25,135
IDN,2015.33,0
IDN,2015.42,144
IDN,2015.5,45
IDN,2015.58,6
IDN,2015.67,110
IDN,2015.75,504
IDN,2015.83,0
IDN,2015.92,3
IDN,2016,0
IMN,2013.42,0
IMN,2013.5,14
IMN,2013.58,0
IMN,2013.67,0
IMN,2013.75,0
IMN,2013.83,0
IMN,2013.92,6
IMN,2014,0
IMN,2014.08,0
IMN,2014.17,2
IMN,2014.25,0
IMN,2014.33,0
IMN,2014.42,0
IMN,2014.5,0
IMN,2014.58,106
IMN,2014.67,1602
IMN,2014.75,94
IMN,2014.83,18
IMN,2014.92,188
IMN,2015,237
IMN,2015.08,16
IMN,2015.17,119
IMN,2015.25,280
IMN,2015.33,55
IMN,2015.42,103
IMN,2015.5,32
IMN,2015.58,11
IMN,2015.67,131
IMN,2015.75,110
IMN,2015.83,206
IMN,2015.92,153
IMN,2016,27
IND,2013.42,10
IND,2013.5,2
IND,2013.58,0
IND,2013.67,0
IND,2013.75,14
IND,2013.83,8
IND,2013.92,8
IND,2014,56
IND,2014.08,74
IND,2014.17,328
IND,2014.25,990
IND,2014.33,292
IND,2014.42,144
IND,2014.5,70
IND,2014.58,158
IND,2014.67,356
IND,2014.75,26
IND,2014.83,32
IND,2014.92,958
IND,2015,268
IND,2015.08,352
IND,2015.17,291
IND,2015.25,157
IND,2015.33,63
IND,2015.42,196
IND,2015.5,321
IND,2015.58,74
IND,2015.67,252
IND,2015.75,559
IND,2015.83,128
IND,2015.92,353
IND,2016,568
IOT,2013.42,4
IOT,2013.5,0
IOT,2013.58,0
IOT,2013.67,0
IOT,2013.75,0
IOT,2013.83,0
IOT,2013.92,0
IOT,2014,0
IOT,2014.08,2
IOT,2014.17,6
IOT,2014.25,4
IOT,2014.33,0
IOT,2014.42,0
IOT,2014.5,0
IOT,2014.58,0
IOT,2014.67,0
IOT,2014.75,2
IOT,2014.83,0
IOT,2014.92,0
IOT,2015,0
IOT,2015.08,0
IOT,2015.17,0
IOT,2015.25,0
IOT,2015.33,0
IOT,2015.42,0
IOT,2015.5,0
IOT,2015.58,0
IOT,2015.67,0
IOT,2015.75,0
IOT,2015.83,0
IOT,2015.92,0
IOT,2016,0
IRL,2013.42,2
IRL,2013.5,6
IRL,2013.58,2
IRL,2013.67,32
IRL,2013.75,58
IRL,2013.83,346
IRL,2013.92,62
IRL,2014,294
IRL,2014.08,240
IRL,2014.17,148
IRL,2014.25,34
IRL,2014.33,24
IRL,2014.42,14
IRL,2014.5,10
IRL,2014.58,54
IRL,2014.67,26
IRL,2014.75,128
IRL,2014.83,190
IRL,2014.92,48
IRL,2015,28
IRL,2015.08,114
IRL,2015.17,213
IRL,2015.25,270
IRL,2015.33,54
IRL,2015.42,280
IRL,2015.5,35
IRL,2015.58,83
IRL,2015.67,423
IRL,2015.75,798
IRL,2015.83,44
IRL,2015.92,40
IRL,2016,22
IRN,2013.42,34
IRN,2013.5,26
IRN,2013.58,2
IRN,2013.67,96
IRN,2013.75,18
IRN,2013.83,96
IRN,2013.92,44
IRN,2014,56
IRN,2014.08,12
IRN,2014.17,0
IRN,2014.25,0
IRN,2014.33,46
IRN,2014.42,0
IRN,2014.5,372
IRN,2014.58,298
IRN,2014.67,58
IRN,2014.75,394
IRN,2014.83,98
IRN,2014.92,212
IRN,2015,143
IRN,2015.08,39
IRN,2015.17,212
IRN,2015.25,392
IRN,2015.33,121
IRN,2015.42,30
IRN,2015.5,122
IRN,2015.58,23
IRN,2015.67,652
IRN,2015.75,731
IRN,2015.83,23
IRN,2015.92,13
IRN,2016,196
IRQ,2013.42,108
IRQ,2013.5,0
IRQ,2013.58,0
IRQ,2013.67,0
IRQ,2013.75,0
IRQ,2013.83,0
IRQ,2013.92,0
IRQ,2014,0
IRQ,2014.08,0
IRQ,2014.17,0
IRQ,2014.25,50
IRQ,2014.33,0
IRQ,2014.42,0
IRQ,2014.5,0
IRQ,2014.58,66
IRQ,2014.67,22
IRQ,2014.75,218
IRQ,2014.83,4
IRQ,2014.92,0
IRQ,2015,15
IRQ,2015.08,26
IRQ,2015.17,0
IRQ,2015.25,131
IRQ,2015.33,0
IRQ,2015.42,19
IRQ,2015.5,208
IRQ,2015.58,6035
IRQ,2015.67,322
IRQ,2015.75,511
IRQ,2015.83,0
IRQ,2015.92,0
IRQ,2016,132
ISL,2013.42,0
ISL,2013.5,0
ISL,2013.58,0
